,Experiment,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,treatment,temperature,pH,OD,growth_phase,culture_type,skip
SRR12880326,SRX9346294,837331,116398650,837331,139,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880327/SRR12880327.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568896,SAMN16519091,simple,1718,Corynebacterium glutamicum,GSM4849480,,,,,,,no,,,,,GEO,SRA1146600,,public,214FF9B7D3AB60706B598F8694D1DAC4,0675EEA0487CA6B4C05A557C2D486701,,,Transcriptional-response-to-indole,C1-untreated-1,C1-untreated-1,C1,CGXII,glucose,,,,,,,,,
SRR12880327,SRX9346294,837331,116398650,837331,139,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880327/SRR12880327.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568896,SAMN16519091,simple,1718,Corynebacterium glutamicum,GSM4849480,,,,,,,no,,,,,GEO,SRA1146600,,public,214FF9B7D3AB60706B598F8694D1DAC4,0675EEA0487CA6B4C05A557C2D486701,,,Transcriptional-response-to-indole,C1-untreated-1,C1-untreated-1,C1,CGXII,glucose,,,,,,,,,
SRR12880328,SRX9346295,843094,117262616,843094,139,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880329/SRR12880329.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568897,SAMN16519089,simple,1718,Corynebacterium glutamicum,GSM4849481,,,,,,,no,,,,,GEO,SRA1146600,,public,D8F106B8BCBCAF14C3A72E17C0E83A17,C0D4A5C920E0DEC8E41A5AF4718D484F,,,Transcriptional-response-to-indole,C1-untreated-2,C1-untreated-2,C1,CGXII,glucose,,,,,,,,,
SRR12880329,SRX9346295,843094,117262616,843094,139,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880329/SRR12880329.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568897,SAMN16519089,simple,1718,Corynebacterium glutamicum,GSM4849481,,,,,,,no,,,,,GEO,SRA1146600,,public,D8F106B8BCBCAF14C3A72E17C0E83A17,C0D4A5C920E0DEC8E41A5AF4718D484F,,,Transcriptional-response-to-indole,C1-untreated-2,C1-untreated-2,C1,CGXII,glucose,,,,,,,,,
SRR12880330,SRX9346296,956812,133051637,956812,139,44,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880331/SRR12880331.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568898,SAMN16519088,simple,1718,Corynebacterium glutamicum,GSM4849482,,,,,,,no,,,,,GEO,SRA1146600,,public,91D2E2E79F89A490639CE74B9ABDAE66,89EDE754D36756DF999FD9A711580F3E,,,Transcriptional-response-to-indole,C1-untreated-3,C1-untreated-3,C1,CGXII,glucose,,,,,,,,,
SRR12880331,SRX9346296,956812,133051637,956812,139,44,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880331/SRR12880331.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568898,SAMN16519088,simple,1718,Corynebacterium glutamicum,GSM4849482,,,,,,,no,,,,,GEO,SRA1146600,,public,91D2E2E79F89A490639CE74B9ABDAE66,89EDE754D36756DF999FD9A711580F3E,,,Transcriptional-response-to-indole,C1-untreated-3,C1-untreated-3,C1,CGXII,glucose,,,,,,,,,
SRR12880332,SRX9346297,1133702,157636221,1133702,139,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880333/SRR12880333.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568899,SAMN16519087,simple,1718,Corynebacterium glutamicum,GSM4849483,,,,,,,no,,,,,GEO,SRA1146600,,public,C92AB133DD4461931BA9B97F869A8E15,A181D1759D231959A5D459773B4DA17E,,,Transcriptional-response-to-indole,C1-3mM-indole-alanine-dipeptide-1,C1-3mM-indole-alanine-dipeptide-1,C1,CGXII,glucose,,,,,,,,,
SRR12880333,SRX9346297,1133702,157636221,1133702,139,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880333/SRR12880333.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568899,SAMN16519087,simple,1718,Corynebacterium glutamicum,GSM4849483,,,,,,,no,,,,,GEO,SRA1146600,,public,C92AB133DD4461931BA9B97F869A8E15,A181D1759D231959A5D459773B4DA17E,,,Transcriptional-response-to-indole,C1-3mM-indole-alanine-dipeptide-1,C1-3mM-indole-alanine-dipeptide-1,C1,CGXII,glucose,,,,,,,,,
SRR12880334,SRX9346298,774087,107609531,774087,139,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880335/SRR12880335.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568900,SAMN16519086,simple,1718,Corynebacterium glutamicum,GSM4849484,,,,,,,no,,,,,GEO,SRA1146600,,public,66644CBD62CC43382C87219C16B78CE6,2A78961D7031E5EF6EE74650AD66FCAF,,,Transcriptional-response-to-indole,C1-3mM-indole-alanine-dipeptide-2,C1-3mM-indole-alanine-dipeptide-2,C1,CGXII,glucose,,,,,,,,,
SRR12880335,SRX9346298,774087,107609531,774087,139,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880335/SRR12880335.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568900,SAMN16519086,simple,1718,Corynebacterium glutamicum,GSM4849484,,,,,,,no,,,,,GEO,SRA1146600,,public,66644CBD62CC43382C87219C16B78CE6,2A78961D7031E5EF6EE74650AD66FCAF,,,Transcriptional-response-to-indole,C1-3mM-indole-alanine-dipeptide-2,C1-3mM-indole-alanine-dipeptide-2,C1,CGXII,glucose,,,,,,,,,
SRR12880336,SRX9346299,838760,116632189,838760,139,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880337/SRR12880337.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568901,SAMN16519085,simple,1718,Corynebacterium glutamicum,GSM4849485,,,,,,,no,,,,,GEO,SRA1146600,,public,5E0C013AEA933A950CBBBE6E89A74685,3733F19F9FF05B71C2EC66240040011E,,,Transcriptional-response-to-indole,C1-3mM-indole-alanine-dipeptide-3,C1-3mM-indole-alanine-dipeptide-3,C1,CGXII,glucose,,,,,,,,,
SRR12880337,SRX9346299,838760,116632189,838760,139,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880337/SRR12880337.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288194,PRJNA670724,3.0,670724,SRS7568901,SAMN16519085,simple,1718,Corynebacterium glutamicum,GSM4849485,,,,,,,no,,,,,GEO,SRA1146600,,public,5E0C013AEA933A950CBBBE6E89A74685,3733F19F9FF05B71C2EC66240040011E,,,Transcriptional-response-to-indole,C1-3mM-indole-alanine-dipeptide-3,C1-3mM-indole-alanine-dipeptide-3,C1,CGXII,glucose,,,,,,,,,
SRR13620500,SRX10013661,4460930,1347200860,4460930,302,380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR013/13620/SRR13620500/SRR13620500.lite.1,GYPGO,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239964,PRJNA571200,,571200,SRS5958708,SAMN12813071,simple,1718,Corynebacterium glutamicum,Gp0329488,,,,,,,no,,,,,JGI,SRA1191169,,public,934769B9A1E35F091CC5964F3832D714,96BC38954C8A4E083A9D0570C1AF1D3D,,,fed-batch-fermentor,GYPGO,GYPGO,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620501,SRX10013660,1891822,571330244,1891822,302,190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13620/SRR13620501/SRR13620501.lite.1,GYPGN,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239966,PRJNA571199,,571199,SRS5958710,SAMN12815050,simple,1718,Corynebacterium glutamicum,Gp0329487,,,,,,,no,,,,,JGI,SRA1191169,,public,B4E681F78978CDE01C774158807C4BE2,EDD99B541FB440F862418E2AE878A19D,,,fed-batch-fermentor,GYPGN,GYPGN,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620502,SRX10013659,3936277,1188755654,3936277,302,351,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13620/SRR13620502/SRR13620502.lite.1,GYPGZ,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239965,PRJNA571208,,571208,SRS5958709,SAMN12814719,simple,1718,Corynebacterium glutamicum,Gp0329496,,,,,,,no,,,,,JGI,SRA1191169,,public,2C54C5B21169A421989FD7E37A4AB48E,E2B2B4225484808440BD52A6B98E9DA6,,,fed-batch-fermentor,GYPGZ,GYPGZ,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620503,SRX10013658,4081248,1232536896,4081248,302,350,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR013/13620/SRR13620503/SRR13620503.lite.1,GYPGY,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239968,PRJNA571207,,571207,SRS5958712,SAMN12814720,simple,1718,Corynebacterium glutamicum,Gp0329495,,,,,,,no,,,,,JGI,SRA1191169,,public,DF2ACF67352EC292C5144F97DEC0EFB2,1FEF7E0179C4959E971FBF4EF87978E3,,,fed-batch-fermentor,GYPGY,GYPGY,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620504,SRX10013657,3282280,991248560,3282280,302,283,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13620/SRR13620504/SRR13620504.lite.1,GYPGX,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239972,PRJNA571206,,571206,SRS5958716,SAMN12815267,simple,1718,Corynebacterium glutamicum,Gp0329494,,,,,,,no,,,,,JGI,SRA1191169,,public,4C5F509718CB8CEAD0E18B934CA2FBEE,93DB5A682533297EDAFB96799E6E4C69,,,fed-batch-fermentor,GYPGX,GYPGX,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620505,SRX10013656,3393480,1024830960,3393480,302,293,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13620/SRR13620505/SRR13620505.lite.1,GYPGS,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239970,PRJNA571202,,571202,SRS5958714,SAMN12813337,simple,1718,Corynebacterium glutamicum,Gp0329490,,,,,,,no,,,,,JGI,SRA1191169,,public,1A87808A31B480354B548D0F53291711,BE29C46728FBDA89E637CADF15BDA8F4,,,fed-batch-fermentor,GYPGS,GYPGS,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620506,SRX10013655,3715095,1121958690,3715095,302,326,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13620/SRR13620506/SRR13620506.lite.1,GYSUS,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239963,PRJNA571210,,571210,SRS5958707,SAMN12815048,simple,1718,Corynebacterium glutamicum,Gp0329498,,,,,,,no,,,,,JGI,SRA1191169,,public,A33F0435C13173284BBB351F778C248C,ED543C7B21A47CD2E1EDA2921B61EE3A,,,fed-batch-fermentor,GYSUS,GYSUS,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620507,SRX10013654,3530661,1066259622,3530661,302,310,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13620/SRR13620507/SRR13620507.lite.1,GYSUP,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239962,PRJNA571209,,571209,SRS5958706,SAMN12813336,simple,1718,Corynebacterium glutamicum,Gp0329497,,,,,,,no,,,,,JGI,SRA1191169,,public,8C868482C63F512FF74D147909C7BA1B,D840EE7EE3AF1649BAC4678BB1DF3C1E,,,fed-batch-fermentor,GYSUP,GYSUP,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620508,SRX10013653,4323469,1305687638,4323469,302,375,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13620/SRR13620508/SRR13620508.lite.1,GYPGP,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239969,PRJNA571201,,571201,SRS5958713,SAMN12815049,simple,1718,Corynebacterium glutamicum,Gp0329489,,,,,,,no,,,,,JGI,SRA1191169,,public,29C2B1E10420EE9324BC979CE7CD6081,FD4F4939FE4B1D16652840AE17D73E59,,,fed-batch-fermentor,GYPGP,GYPGP,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620509,SRX10013652,4348386,1313212572,4348386,302,371,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13620/SRR13620509/SRR13620509.lite.1,GYPGW,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239971,PRJNA571205,,571205,SRS5958715,SAMN12813074,simple,1718,Corynebacterium glutamicum,Gp0329493,,,,,,,no,,,,,JGI,SRA1191169,,public,407E49B42D37ADC528A2FEC54DB78217,F85986AD358E95AB8F5D3B1B53C6A596,,,fed-batch-fermentor,GYPGW,GYPGW,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620510,SRX10013651,2938274,887358748,2938274,302,253,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13620/SRR13620510/SRR13620510.lite.1,GYPGU,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239973,PRJNA571204,,571204,SRS5958717,SAMN12814281,simple,1718,Corynebacterium glutamicum,Gp0329492,,,,,,,no,,,,,JGI,SRA1191169,,public,635802C95A10A491D49463600FC06714,F57ECEEE82E5EE214B6510E213AF0EE9,,,fed-batch-fermentor,GYPGU,GYPGU,ATCC13032,CGXII,glucose,,,,,,,,,
SRR13620511,SRX10013650,3890982,1175076564,3890982,302,337,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13620/SRR13620511/SRR13620511.lite.1,GYPGT,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239967,PRJNA571203,,571203,SRS5958711,SAMN12813588,simple,1718,Corynebacterium glutamicum,Gp0329491,,,,,,,no,,,,,JGI,SRA1191169,,public,CFBA694577A2EB02D45CE4F200B5F6E4,69B2CA31B182662CD40B46531189BDC5,,,fed-batch-fermentor,GYPGT,GYPGT,ATCC13032,CGXII,glucose,,,,,,,,,
SRR15243938,SRX11549768,8883335,2665000500,8883335,300,793,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15243/SRR15243938/SRR15243938.lite.1,WTcmrA,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP329826,PRJNA749632,,749632,SRS9585632,SAMN20395164,simple,1718,Corynebacterium glutamicum,WTcmrA,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA1264347,,public,748288754B8EF410465A357DA0782345,11435E88F0290395452B94A00156E7F8,,,Lack-of-membrane,WTcmrA,WTcmrA,,fermentation-medium,,,,,30℃,,,mid-exponential,,
SRR15243939,SRX11549767,10459340,3137802000,10459340,300,961,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-25/SRR15243939/SRR15243939.1,WT,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP329826,PRJNA749632,,749632,SRS9585631,SAMN20395163,simple,1718,Corynebacterium glutamicum,WT,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA1264347,,public,479DEEC78C5EA5D213E0F8D4DFFFC0CA,BC8A68826AAB7161AA16EFB19E7E4035,,,Lack-of-membrane,WT,WT,,fermentation-medium,,,,,30℃,,,mid-exponential,,
SRR15498135,SRX11797833,8846355,2653906500,8846355,300,786,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15498/SRR15498135/SRR15498135.lite.1,13869treSYotsA,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332837,PRJNA755489,,755489,SRS9797768,SAMN20826876,simple,1718,Corynebacterium glutamicum,13869treSYotsA,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA1279327,,public,86C0A26AC386E04A4A11C47F256B6FBF,45F0A83AB7BDF70D62E07865C055489F,,,lacking-trehalose-synthesis,lack-trehalose-syn,lack-trehalose-syn,,fermentation-medium,,,,,30℃,,,mid-exponential,,
SRR15498136,SRX11797832,10459340,3137802000,10459340,300,961,,https://storage.googleapis.com/nih-sequence-read-archive/run/SRR15498136/SRR15498136,13869,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332837,PRJNA755489,,755489,SRS9797767,SAMN20826875,simple,1718,Corynebacterium glutamicum,13869,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA1279327,,public,479DEEC78C5EA5D213E0F8D4DFFFC0CA,BC8A68826AAB7161AA16EFB19E7E4035,,,lacking-trehalose-synthesis,WT,WT,,fermentation-medium,,,,,30℃,,,mid-exponential,,
SRR19091940,SRX15161614,3794509,1138352700,3794509,300,334,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19091940/SRR19091940,ljlabcg_6,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP373759,PRJNA835314,,835314,SRS12903600,SAMN28099710,simple,1718,Corynebacterium glutamicum,WT2.fastq.gz,,,,,,,no,,,,,CHINESE ACADEMY OF SCIENCES,SRA1415102,,public,39A6FEDD33F98A9D71827F1572CEB2B1,64DE7D2D484C5A24A799B8CE46560B5E,,,high-lysine-stress,WT2,WT2,,,,,,,,,,,,
SRR19091941,SRX15161613,4185540,1255662000,4185540,300,368,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19091941/SRR19091941,ljlabcg_5,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP373759,PRJNA835314,,835314,SRS12903599,SAMN28099709,simple,1718,Corynebacterium glutamicum,WT1.fastq.gz,,,,,,,no,,,,,CHINESE ACADEMY OF SCIENCES,SRA1415102,,public,B8C531EFE66A191DB325B84C8723D72D,5C7EF9C915F6CF2407FBE57341D1E148,,,high-lysine-stress,WT1,WT1,,,,,,,,,,,,
SRR19091942,SRX15161612,3835238,1150571400,3835238,300,338,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19091/SRR19091942/SRR19091942.lite.1,ljlabcg_4,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP373759,PRJNA835314,,835314,SRS12903598,SAMN28099708,simple,1718,Corynebacterium glutamicum,ST2.fastq.gz,,,,,,,no,,,,,CHINESE ACADEMY OF SCIENCES,SRA1415102,,public,8BB1F769786025B2F5A2585401272CF1,BF2CC264576DB063AF02F9D69AFBCEF0,,,high-lysine-stress,ST2,ST2,,,,,,,,,,,,
SRR19091943,SRX15161611,3995187,1198556100,3995187,300,353,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19091943/SRR19091943,ljlabcg_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP373759,PRJNA835314,,835314,SRS12903597,SAMN28099707,simple,1718,Corynebacterium glutamicum,ST1.fastq.gz,,,,,,,no,,,,,CHINESE ACADEMY OF SCIENCES,SRA1415102,,public,396B726A1166BE00697020D677B3FEC1,CB71DF86F24671909E942888A04140E4,,,high-lysine-stress,ST1,ST1,,,,,,,,,,,,
SRR19091944,SRX15161610,4628845,1388653500,4628845,300,410,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19091/SRR19091944/SRR19091944.lite.1,ljlabcg_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP373759,PRJNA835314,,835314,SRS12903596,SAMN28099706,simple,1718,Corynebacterium glutamicum,HL2.fastq.gz,,,,,,,no,,,,,CHINESE ACADEMY OF SCIENCES,SRA1415102,,public,86B456AF621D9551A537EEF774010C5F,953A0774467405629EFBD130DA8887E5,,,high-lysine-stress,HL2,HL2,,,,,,,,,,,,
SRR19091945,SRX15161609,3822754,1146826200,3822754,300,336,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19091/SRR19091945/SRR19091945.lite.1,ljlabcg_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP373759,PRJNA835314,,835314,SRS12903595,SAMN28099705,simple,1718,Corynebacterium glutamicum,HL1.fastq.gz,,,,,,,no,,,,,CHINESE ACADEMY OF SCIENCES,SRA1415102,,public,93101223C8ABA17337C62E495440AF7B,3C325AF17CB38E9A5B42A8F6472C957D,,,high-lysine-stress,HL1,HL1,,,,,,,,,,,,
SRR20218768,SRX16252936,14275739,4311273178,14275739,302,1286,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR20218768/SRR20218768,GRM3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP386578,PRJNA859005,,859005,SRS13893015,SAMN29765755,simple,1718,Corynebacterium glutamicum,GRM3,,,,,,,no,,,,,JIANGXI AGRICULTURAL UNIVERSITY,SRA1455317,,public,1CCEC8DF5E2D6039F29EB99D39446038,2D3042D6479C9ACD92DFE74AF17E5065,,,MTL01-differ-cs,man-3,man-3,,,mannitol,,,,,,,,,
SRR20218769,SRX16252935,14437369,4360085438,14437369,302,1281,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20218/SRR20218769/SRR20218769.lite.1,GRM2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP386578,PRJNA859005,,859005,SRS13893014,SAMN29765754,simple,1718,Corynebacterium glutamicum,GRM2,,,,,,,no,,,,,JIANGXI AGRICULTURAL UNIVERSITY,SRA1455317,,public,1DF7FD44A84120FE6994912ACB663F2A,4EC5720DC3A603B9324A491CCC610C2C,,,MTL01-differ-cs,man-2,man-2,,,mannitol,,,,,,,,,
SRR20218770,SRX16252934,15084154,4555414508,15084154,302,1344,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20218/SRR20218770/SRR20218770.lite.1,GRM1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP386578,PRJNA859005,,859005,SRS13893013,SAMN29765753,simple,1718,Corynebacterium glutamicum,GRM1,,,,,,,no,,,,,JIANGXI AGRICULTURAL UNIVERSITY,SRA1455317,,public,76B06DD869D5979329E24CB2BF4CA29F,D2890B8AD256C4FDAA8EB8B1CD02D4AA,,,MTL01-differ-cs,man-1,man-1,,,mannitol,,,,,,,,,
SRR20218771,SRX16252933,14427294,4357042788,14427294,302,1269,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20218/SRR20218771/SRR20218771.lite.1,GR3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP386578,PRJNA859005,,859005,SRS13893012,SAMN29765752,simple,1718,Corynebacterium glutamicum,GR3,,,,,,,no,,,,,JIANGXI AGRICULTURAL UNIVERSITY,SRA1455317,,public,BBB895A2F1D365C47F1059EA2F27502E,801278BD27F99D126C0CAFD204338269,,,MTL01-differ-cs,glu-3,glu-3,,,glucose,,,,,,,,,
SRR20218772,SRX16252932,13462527,4065683154,13462527,302,1184,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20218/SRR20218772/SRR20218772.lite.1,GR2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP386578,PRJNA859005,,859005,SRS13893011,SAMN29765751,simple,1718,Corynebacterium glutamicum,GR2,,,,,,,no,,,,,JIANGXI AGRICULTURAL UNIVERSITY,SRA1455317,,public,855BA584F4C0ED4803EE72F8EF7903DC,DBF61FFCB07D1B423614629F0F39A350,,,MTL01-differ-cs,glu-2,glu-2,,,glucose,,,,,,,,,
